title,company,location,work_type,level,compensation,link
"Senior Manager, Solutions Architecture , AI & Developer Platform",Cloudflare,3 Locations,Remote or Hybrid,Senior level,244K-336K Annually,https://www.builtinla.com/job/senior-manager-solutions-architecture-ai-developer-platform/8084392
"Senior Machine Learning Engineer, Applied AI",Block,8 Locations,In-Office or Remote,Senior level,195K-343K Annually,https://www.builtinla.com/job/senior-machine-learning-engineer-applied-ai/7564889
"Lead Full Stack Engineer, AI",Centerfield,"Los Angeles, CA, USA",Hybrid,Senior level,140K-170K Annually,https://www.builtinla.com/job/lead-full-stack-engineer-ai/7091760
AI Engineer,Ensemble Health Partners,United States,Remote,Senior level,,https://www.builtinla.com/job/ai-engineer/4133741
Senior Marketing AI Data Engineer,Samsara,United States,Remote or Hybrid,Senior level,112K-170K Annually,https://www.builtinla.com/job/senior-marketing-ai-data-engineer/8180915
"AI Engineer, IS",Point72,United States,Remote,Senior level,175K-225K Annually,https://www.builtinla.com/job/ai-engineer/7445802
Generative AI Engineer,Regard,3 Locations,Hybrid,Mid level,170K-240K Annually,https://www.builtinla.com/job/generative-ai-engineer/7844529
Platform Engineer – AI/ML Infrastructure,Deepgram,USA,Remote,Senior level,160K-220K Annually,https://www.builtinla.com/job/platform-engineer-ai-ml-infrastructure/7416435
"Staff AI Engineer - Grafana Ops, AI/ML | USA | Remote",Grafana Labs,United States,Remote,Mid level,175K-210K Annually,https://www.builtinla.com/job/staff-ai-engineer-grafana-ops-ai-ml-usa-remote/8076344
Senior AI Engineer (Rapid Prototyping & Analytics ),Prompt Therapy Solutions Inc,USA,Remote,Senior level,160K-220K Annually,https://www.builtinla.com/job/senior-ai-engineer-rapid-prototyping-analytics/8102843
Senior AI Engineer,The College Board,USA,Remote,Senior level,150K-163K Annually,https://www.builtinla.com/job/senior-ai-engineer/7602446
Staff Applied AI Engineer,StackBlitz,USA,Remote,Senior level,,https://www.builtinla.com/job/staff-applied-ai-engineer/8363829
Principal AI/ML Engineer - AdTech,Zeta Global,United States,Remote or Hybrid,Expert/Leader,300K-400K Annually,https://www.builtinla.com/job/principal-ai-ml-engineer-adtech/7514379
AI Engineer,"Metova, Inc.",5 Locations,Remote,Senior level,,https://www.builtinla.com/job/ai-engineer/7937007
Senior Applied AI Engineer,Clarium,US,Remote,Senior level,,https://www.builtinla.com/job/senior-applied-ai-engineer/7936875
Senior AI Engineer,Q-Centrix,USA,Remote or Hybrid,Senior level,130K-150K Annually,https://www.builtinla.com/job/senior-ai-engineer/7940794
EverPro - Senior AI Engineer,EverCommerce,US,Remote,Senior level,145K-165K Annually,https://www.builtinla.com/job/everpro-senior-ai-engineer/7686766
Applied AI Engineer,Outsmart,2 Locations,In-Office,Senior level,,https://www.builtinla.com/job/applied-ai-engineer/8250680
AI Engineer II,VCU Health,USA,Remote,Senior level,,https://www.builtinla.com/job/ai-engineer-ii/7925663
"Staff AI Engineer, GenAI",Teladoc Health,USA,Remote,Senior level,170K-190K Annually,https://www.builtinla.com/job/staff-ai-engineer-genai/8343853
"Staff Engineer, Applied AI",Zapier,2 Locations,Remote,Expert/Leader,275K-412K Annually,https://www.builtinla.com/job/staff-engineer-applied-ai/7888312
"Staff Fullstack Engineer (Python/Vue.js), AI Engineering: Duo Chat",GitLab,31 Locations,Remote,Mid level,,https://www.builtinla.com/job/staff-fullstack-engineer-python-vue-js-ai-engineering-duo-chat/7374624
Principal AI Engineer,Chainguard,United States,Remote,Senior level,,https://www.builtinla.com/job/principal-ai-engineer/8332487
Forward Deployed AI Engineer,Defense Unicorns,United States,Remote,Mid level,123K-201K Annually,https://www.builtinla.com/job/forward-deployed-ai-engineer/7696349
AI Engineer,OneMagnify,USA,Remote,Junior,,https://www.builtinla.com/job/ai-engineer/8330186
Sr. Staff Software Engineer - Advanced Analytics Platform (Rust + AI),DISQO,"Los Angeles, CA, USA",Hybrid,Senior level,200K-240K Annually,https://www.builtinla.com/job/sr-staff-software-engineer-advanced-analytics-platform-rust-ai/7789175
Software Engineer - AI Agents,Assembled,United States,Remote,Senior level,135K-280K Annually,https://www.builtinla.com/job/software-engineer-ai-agents/8283258
Software Engineer - Voice AI Agent,Assembled,United States,Remote,Mid level,135K-280K Annually,https://www.builtinla.com/job/software-engineer-voice-ai-agent/8283259
AI Engineer,Sorcero,United States,Remote,Mid level,150K-180K Annually,https://www.builtinla.com/job/ai-engineer/7425417
"Senior AI Engineer, Agentic Systems",AI Technology Partners,United States,Remote,Senior level,,https://www.builtinla.com/job/senior-ai-engineer-agentic-systems/8316493
Staff AI Engineer,Doma,USA,Remote,Senior level,147K-215K Annually,https://www.builtinla.com/job/staff-ai-engineer/8316159
Sr. AI Engineer,Hercules AI,USA,Remote,Senior level,,https://www.builtinla.com/job/sr-ai-engineer/8312570
AI Engineer,Epistemix,3 Locations,Remote,Mid level,,https://www.builtinla.com/job/ai-engineer/8309905
Principal AV Behavior and AI Safety Engineer: Technical Lead (GPSSC),General Motors,United States,Remote or Hybrid,Senior level,228K-350K Annually,https://www.builtinla.com/job/principal-av-behavior-and-ai-safety-engineer-technical-lead/7371557
AI Engineer,Galileo,United States,Remote,Mid level,130K-180K Annually,https://www.builtinla.com/job/ai-engineer/8306794
Staff AI Engineer (Systems),Strike (simplistic.com),USA,Remote,Mid level,216K-232K Annually,https://www.builtinla.com/job/staff-ai-platform-engineer/8305169
AI Engineer,PAR Technology,United States,Remote,Senior level,140K-180K Annually,https://www.builtinla.com/job/ai-engineer/7937664
AI Engineer,Capsule (capsule.video),"Los Angeles, CA, USA",In-Office,Mid level,,https://www.builtinla.com/job/ai-engineer/7107575
Senior Backend Engineer - Native AI Platform,Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://www.builtinla.com/job/senior-backend-engineer-native-ai-platfom/8061699
Senior Backend Engineer - AI Integration Discovery,Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://www.builtinla.com/job/senior-backend-engineer-ai-integration-discovery/8061691
"Senior Backend Engineer, AI Systems",Jellyfish,United States,Remote or Hybrid,Senior level,165K-235K Annually,https://www.builtinla.com/job/senior-backend-engineer-ai-systems/8061693
"Sr Software Engineer, AI",Basis,United States,Remote,Senior level,118K-184K Annually,https://www.builtinla.com/job/sr-software-engineer-ai/8254649
"Senior AI Engineer, AI Services",AHEAD,United States,Remote,Senior level,230K-300K Annually,https://www.builtinla.com/job/senior-ai-engineer-ai-services/7898928
"AI Engineer, AI Services",AHEAD,United States,Remote,Mid level,180K-230K Annually,https://www.builtinla.com/job/ai-engineer-ai-services/7898925
Applied AI Engineer & Researcher,Speechify,USA,Remote,Senior level,,https://www.builtinla.com/job/senior-applied-ai-scientist/1393425
Lead AI Engineer,Lyric - Clarity in motion.,United States,Remote,Senior level,212K-317K Annually,https://www.builtinla.com/job/lead-ai-engineer/6734139
"Applied AI Engineer, Internal Tooling - New York",Automattic,USA,Remote,Mid level,170K-230K Annually,https://www.builtinla.com/job/applied-ai-engineer-internal-tooling-new-york/8296668
Applied AI Engineer,Automattic,USA,Remote,Mid level,70K-170K Annually,https://www.builtinla.com/job/applied-ai-engineer/8296667
Senior Software Engineer | AI,8am (Formerly AffiniPay),United States,Remote,Senior level,150K-180K Annually,https://www.builtinla.com/job/senior-software-engineer-ai/8064450
Senior AI Engineer,WEX Inc.,13 Locations,In-Office or Remote,Senior level,140K-186K Annually,https://www.builtinla.com/job/senior-machine-learning-engineer/7064866
"Principal Product Manager, Gen AI Developer Tools",Anaconda,United States,Remote,Senior level,163K-282K Annually,https://www.builtinla.com/job/principal-product-manager-gen-ai-developer-tools/7641334
Senior AI Engineer - Monetization Platform,Yahoo,United States of America,Remote,Mid level,128K-267K Annually,https://www.builtinla.com/job/senior-ai-engineer-monetization-platform/6623720
AI Engineer - FDE (Forward Deployed Engineer),Databricks,United States,Remote,Mid level,181K-248K Annually,https://www.builtinla.com/job/ai-engineer-fde-forward-deployed-engineer/6946111
AI Developer,Harvard Business Publishing,US,Remote,Senior level,150K-170K Annually,https://www.builtinla.com/job/ai-developer/8291746
Senior Generative AI Engineer,Natera,US,Remote,Senior level,125K-156K Annually,https://www.builtinla.com/job/senior-generative-ai-engineer/8285932
Senior AI Engineer,Curai Health,USA,Remote,Senior level,200K-220K Annually,https://www.builtinla.com/job/senior-ai-engineer/7639838
Staff AI Engineer,Curai Health,USA,Remote,Senior level,240K-260K Annually,https://www.builtinla.com/job/staff-ai-engineer/7639839
Senior AI Engineer,Optimal Dynamics,USA,Remote,Senior level,170K-200K Annually,https://www.builtinla.com/job/senior-ai-engineer/7161831
Senior AI Engineer,Ethos,US,Remote,Senior level,146K-236K Annually,https://www.builtinla.com/job/ai-engineer/8281490
AI Engineer,Precision Medicine Group,United States,Remote,Mid level,134K-165K Annually,https://www.builtinla.com/job/ai-engineer/8279157
Senior/Staff AI Engineer,Homebound,US,Remote or Hybrid,Senior level,180K-230K Annually,https://www.builtinla.com/job/senior-staff-ai-engineer/8273867
Senior AI Engineer,Prokeep,United States,Remote,Senior level,,https://www.builtinla.com/job/senior-ai-engineer/8271905
Junior AI Engineer,Tria Federal,USA,Remote,Mid level,,https://www.builtinla.com/job/agentic-ai-engineer/7627971
Lead AI Engineer,Tidal Financial Group,United States,Remote,Senior level,,https://www.builtinla.com/job/ai-lead-engineer/8266626
AI Native Software Engineer,Accenture,24 Locations,In-Office,Mid level,64K-196K Annually,https://www.builtinla.com/job/ai-native-software-engineer/8395514
Senior Software Engineer for AI Startup,Makai Labs,3 Locations,In-Office or Remote,Senior level,120K-150K Annually,https://www.builtinla.com/job/senior-software-engineer-ai-startup/7034922
"Software Engineer, AI Web Game",Wolf Games,"Los Angeles, CA, USA",In-Office,Mid level,,https://www.builtinla.com/job/software-engineer-ai-web-game/8393890
Senior AI Engineer – Agentic Platform Lead,Voyager Technologies,3 Locations,In-Office,Senior level,165K-250K Annually,https://www.builtinla.com/job/senior-ai-engineer-agentic-platform-lead/8019906
"Senior Full Stack Engineer (Python, Serverless, AI Fluency)",VYNYL,"Los Angeles, CA, USA",In-Office,Senior level,140K-175K Annually,https://www.builtinla.com/job/senior-full-stack-engineer-python-serverless-ai-fluency/8389528
"Senior Software Engineer, AI Developer Experience",Vanta,2 Locations,Remote,Senior level,179K-244K Annually,https://www.builtinla.com/job/senior-software-engineer-ai-developer-experience/8258893
Summer 2026 AI Engineer Intern,"Datacor, Inc.",US,Remote,Internship,,https://www.builtinla.com/job/summer-2026-ai-engineer-intern/7602738
AI Engineer II,CareSource,USA,Remote,Mid level,83K-133K Annually,https://www.builtinla.com/job/ai-engineer-ii/8191380
Senior Machine Learning Engineer: 3D Generative AI,Genies,2 Locations,In-Office,Mid level,180K-270K Annually,https://www.builtinla.com/job/senior-machine-learning-engineer-3d-generative-ai/6606445
Principal AI Engineer,Kizen,"Los Angeles, CA, USA",Hybrid,Senior level,250K-412K Annually,https://www.builtinla.com/job/principal-ai-engineer/7269462
Staff AI Engineer - AI Platform,ClickUp,United States of America,Remote or Hybrid,Senior level,250K-300K Annually,https://www.builtinla.com/job/staff-ai-engineer-ai-platform/8247056
Staff AI Engineer - AI Product,ClickUp,United States of America,Remote or Hybrid,Senior level,250K-300K Annually,https://www.builtinla.com/job/staff-ai-engineer-ai-product/8247027
Senior AI Engineer - AI Platform,ClickUp,United States of America,Remote or Hybrid,Senior level,200K-250K Annually,https://www.builtinla.com/job/senior-ai-engineer-ai-platform/8247031
Senior AI Engineer - AI Product,ClickUp,United States of America,Remote or Hybrid,Senior level,200K-250K Annually,https://www.builtinla.com/job/senior-ai-engineer-ai-product/8247026
Senior AI Developer,EBizCharge,United States,Remote,Senior level,,https://www.builtinla.com/job/senior-ai-developer/7592560
"Staff AI Engineer, Data Systems",MagicSchool AI,USA,Remote,Senior level,205K-240K Annually,https://www.builtinla.com/job/staff-ai-context-engineer/7601466
Principal AI Engineer,Jump,US,Remote,Expert/Leader,230K-230K Annually,https://www.builtinla.com/job/principal-ai-engineer/7597563
"AI Engineer & Researcher, Inference",Speechify,USA,Remote,Mid level,,https://www.builtinla.com/job/senior-backend-engineer-ai-serving-node/3203184
AI Engineer,LangChain,3 Locations,In-Office or Remote,Senior level,160K-180K Annually,https://www.builtinla.com/job/ai-engineer/8064361
"Vice President, AI Product Engineer","Oaktree Capital Management, L.P.","Los Angeles, CA, USA",In-Office,Senior level,190K-225K Annually,https://www.builtinla.com/job/vice-president-ai-product-engineer/7712320
"Staff Machine Learning Engineer, Tidal Personalization AI",TIDAL,8 Locations,Remote or Hybrid,Expert/Leader,195K-343K Annually,https://www.builtinla.com/job/staff-machine-learning-engineer-tidal-personalization-ai/8025671
Founding AI Engineer - Supernal,Infinity Constellation,USA,Remote,Mid level,,https://www.builtinla.com/job/founding-ai-engineer-supernal/7309806
Full Stack AI Engineer,Infinity Constellation,USA,Remote,Mid level,75-75 Hourly,https://www.builtinla.com/job/full-stack-ai-engineer/7309810
Senior Applied AI Engineer,StackBlitz,USA,Remote,Senior level,,https://www.builtinla.com/job/senior-applied-ai-engineer/7094264
Software Engineer II - Applied AI,YCharts,United States,Remote or Hybrid,Junior,140K-180K Annually,https://www.builtinla.com/job/software-engineer-ii-applied-ai/7643812
Senior Full-Stack AI Engineer,Coursera,United States,Remote,Junior,158K-198K Annually,https://www.builtinla.com/job/fullstack-ai-engineer/6892637
Principal AI Developer - Cybersecurity Operations,Arctic Wolf,2 Locations,Remote,Senior level,,https://www.builtinla.com/job/senior-principal-ai-developer-cybersecurity-operations/7457546
Applied AI Engineer,AssemblyAI,USA,Remote,Senior level,195K-250K Annually,https://www.builtinla.com/job/applied-ai-engineer/8228578
Applied AI Engineer,Atomicwork,United States,Remote,Mid level,,https://www.builtinla.com/job/applied-ai-engineer/8222402
Senior Software Engineer (AI Engineering),TWG Global,2 Locations,In-Office,Senior level,190K-200K Annually,https://www.builtinla.com/job/senior-software-engineer-java-full-stack/7985422
"Senior Gen AI Engineer, Salesforce Platform",MCG Health,USA,Remote,Senior level,154K-216K Annually,https://www.builtinla.com/job/senior-gen-ai-engineer-salesforce-platform/7562172
Generative AI Engineer,MCG Health,USA,Remote,Mid level,131K-184K Annually,https://www.builtinla.com/job/generative-ai-engineer/8218275
Lead AI AppSec Engineer,Capital Group,4 Locations,In-Office,Senior level,187K-385K Annually,https://www.builtinla.com/job/ai-appsec-engineer-v/7660445
"Backend Engineer, Agentic AI (Senior/Staff Level)",Granted,United States,Remote,Senior level,150K-225K Annually,https://www.builtinla.com/job/founding-ai-engineer/7253881
"Sr. Software Engineer, AI Tasks (Fullstack)",Zapier,2 Locations,Remote,Senior level,174K-261K Annually,https://www.builtinla.com/job/sr-software-engineer-ai-tasks-fullstack/7988361
AI Engineer,Magna Legal Services,USA,Remote,Mid level,150K-175K Annually,https://www.builtinla.com/job/ai-engineer/8043403
AI Engineer,HouseAccount,USA,Remote,Mid level,,https://www.builtinla.com/job/ai-engineer/7495968
"Senior Software Engineer, AI",Cast & Crew LLC,"Burbank, CA, USA",In-Office,Senior level,130K-165K Annually,https://www.builtinla.com/job/senior-software-engineer-ai/6775085
"Senior Software Engineer, AI",Cast & Crew LLC,"Burbank, CA, USA",In-Office,Senior level,130K-165K Annually,https://www.builtinla.com/job/senior-software-engineer-ai/6775089
AI Developer (QB - AI - 20260112),Celara,USA,Remote,Senior level,,https://www.builtinla.com/job/ai-developer-qb-ai-20260112/8177550
"Consulting Systems Engineer (SoCal) - AI, Data, and DevOps Solutions",World Wide Technology,2 Locations,In-Office or Remote,Senior level,150K-200K Annually,https://www.builtinla.com/job/consulting-systems-engineer-socal-ai-data-and-devops-solutions/7903587
Machine Learning Engineer Intern: 3D Generative AI (Q1 2026),Genies,"Los Angeles, CA, USA",In-Office,Internship,45-45 Hourly,https://www.builtinla.com/job/machine-learning-engineer-intern-3d-generative-ai-q1-2026/7901562
Private Cloud AI Customer Engineer,Hewlett Packard Enterprise,5 Locations,Remote,Mid level,103K-237K Annually,https://www.builtinla.com/job/private-cloud-ai-customer-engineer/7373748
AI Solution Engineer,Hewlett Packard Enterprise,7 Locations,In-Office or Remote,Mid level,135K-311K Annually,https://www.builtinla.com/job/ai-solution-engineer/7891269
"Senior Software Engineer, AI Inference",NVIDIA,6 Locations,Remote,Senior level,184K-357K Annually,https://www.builtinla.com/job/senior-software-engineer-distributed-inference/6976839
Managing Engineer (Python/AI LLM),Allstate,US,Remote,Senior level,120K-194K Annually,https://www.builtinla.com/job/managing-engineer-python-ai-llm/8203179
AI Automation Engineer Tech Lead (Remote),Myriad360,USA,Remote,Senior level,150K-160K Annually,https://www.builtinla.com/job/ai-automation-engineer-tech-lead-remote/8393779
Founding AI Engineer,Coverbase,USA,Remote,Mid level,140K-220K Annually,https://www.builtinla.com/job/founding-ai-engineer/7780278
Entry-Level AI/ML Software Developer Apprenticeship - Bletchley Fellowship,Flatiron School,United States,Remote,Internship,20-20 Hourly,https://www.builtinla.com/job/entry-level-ai-ml-software-developer-apprenticeship-bletchley-fellowship/8389142
Sr AI/HPC Applications and Performance Engineer,Hewlett Packard Enterprise,3 Locations,In-Office or Remote,Senior level,162K-371K Annually,https://www.builtinla.com/job/sr-ai-hpc-applications-and-performance-engineer/7722465
Private Cloud AI Customer Engineer,Hewlett Packard Enterprise,5 Locations,Remote,Mid level,121K-277K Annually,https://www.builtinla.com/job/private-cloud-ai-customer-engineer/8040660
"Staff AI Innovation Engineer, Employee Experience",Airbnb,United States,Remote,Expert/Leader,180K-225K Annually,https://www.builtinla.com/job/staff-ai-innovation-engineer-employee-experience/7979527
Generative AI Inference Engineer,Stability AI,United States,Remote,Expert/Leader,,https://www.builtinla.com/job/generative-ai-inference-engineer/7729834
Staff AI API Engineer,SentinelOne,United States,Remote,Senior level,170K-235K Annually,https://www.builtinla.com/job/staff-ai-api-engineer/6840091
AI Platform Engineer,0G Labs,USA,Remote,Mid level,,https://www.builtinla.com/job/ai-platform-engineer/7720115
Senior Product Marketing Manager; AI & Product Developer Marketing,Amplitude,USA,Remote,Senior level,166K-278K Annually,https://www.builtinla.com/job/product-marketing-manager-experiment/7729729
Sr Application Engineer (Salesforce Agentforce AI),PointClickCare,USA,Remote,Senior level,121K-135K Annually,https://www.builtinla.com/job/sr-application-engineer-salesforce-agentforce-ai/8133686
Senior Software Engineer (AI / LLMs),apiphani,USA,Remote,Senior level,120K-160K Annually,https://www.builtinla.com/job/senior-software-engineer-ai-llms/7458090
Forward Deployed AI Engineer,Lorikeet,US,Remote,Mid level,,https://www.builtinla.com/job/forward-deployed-ai-engineer/8005716
AI Engineer,CoreStory,US,Remote,Mid level,,https://www.builtinla.com/job/ai-engineer/7998280
"Senior AI Python Software Engineer (Perm, USA, Remote + Travel)",Nearform,United States,Remote,Senior level,,https://www.builtinla.com/job/senior-ai-python-software-engineer-perm-usa-remote-travel/8373891
"Staff Software Engineer, Cribl AI",Cribl,United States,Remote,Senior level,185K-255K Annually,https://www.builtinla.com/job/staff-software-engineer-cribl-ai/8370650
Principal Engineer - Voice AI,Checkmate (itsacheckmate.com),United States,Remote,Expert/Leader,190K-245K Annually,https://www.builtinla.com/job/principal-engineer-voice-ai/8122606
Lead Product Engineer – .NET and AI Driven,Green Dot Corporation,U.S.,Remote,Senior level,140K-199K Annually,https://www.builtinla.com/job/lead-product-engineer-net-and-ai-driven/7467931
Senior AI Engineer,Yuno,4 Locations,In-Office or Remote,Mid level,,https://www.builtinla.com/job/backend-ai-engineer/7481665
Applied AI Engineer,Cordial,US,Remote,Mid level,140K-160K Annually,https://www.builtinla.com/job/ai-engineer/7764233
AI Operations Engineer,Praetorian,United States,Remote,Mid level,,https://www.builtinla.com/job/ai-operations-engineer/8370009
Agentic Artificial Intelligence (AI) Engineer - Talent Pipeline (Remote - US),Atmosera,United States,Remote,Senior level,,https://www.builtinla.com/job/agentic-artificial-intelligence-ai-engineer-remote/6817633
Junior AI Platform Engineer - Supernal,Infinity Constellation,USA,Remote,Junior,20-30 Hourly,https://www.builtinla.com/job/junior-ai-platform-engineer-supernal/7957789
Solutions Engineer - AWS Customer Experience & AI,Phizenix,USA,Remote,Senior level,140K-150K Annually,https://www.builtinla.com/job/solutions-engineer-aws-customer-experience-ai/7449320
Senior Software Engineer I- AI/ML,Aledade,United States,Remote,Senior level,,https://www.builtinla.com/job/senior-software-engineer-i-ai-ml/8113342
AI Process Automation Engineer,Blueprint,USA,Remote,Senior level,125K-135K Annually,https://www.builtinla.com/job/ai-process-automation-engineer/8106404
"Sr. Full-Stack Engineer, Applied AI",hims & hers,US,Remote,Senior level,170K-220K Annually,https://www.builtinla.com/job/sr-full-stack-engineer-applied-ai/7712672
"Associate Distinguished Engineer - AI, Data Science & Agentic Solutions",Nagarro,US,Remote,Expert/Leader,,https://www.builtinla.com/job/associate-distinguished-engineer-ai-data-science-agentic-solutions/8111938
Lead AI Product Engineer,Mitratech,US,Remote,Expert/Leader,,https://www.builtinla.com/job/lead-ai-product-engineer/7441142
Staff AI Ops Engineer,Calix,2 Locations,Remote,Senior level,136K-266K Annually,https://www.builtinla.com/job/staff-ai-ops-engineer/7778549
Artificial Intelligence Software Engineer SME,CACI International Inc,2 Locations,In-Office or Remote,Expert/Leader,115K-252K Annually,https://www.builtinla.com/job/artificial-intelligence-software-engineer-sme/7539760
Senior Software Engineer – HPC & AI Advanced Development,Hewlett Packard Enterprise,7 Locations,In-Office or Remote,Senior level,137K-315K Annually,https://www.builtinla.com/job/senior-software-engineer-hpc-ai-advanced-development/8037077
Senior Full-Stack Software Engineer (Next.js + Supabase + AI-Native),Finite State,2 Locations,Remote,Senior level,,https://www.builtinla.com/job/senior-full-stack-software-engineer-next-js-supabase-ai-native/8028261
Staff AI Software Engineer,Cority,2 Locations,Remote,Senior level,110K-140K Annually,https://www.builtinla.com/job/staff-ai-software-engineer/8364892
"AI Platform Engineer, Applied AI",Circle.so,USA,Remote,Mid level,130K-140K Annually,https://www.builtinla.com/job/ai-platform-engineer-applied-ai/8364832
AI / Machine Learning Engineer,Cybermedia Technologies (CTEC),United States,Remote,Senior level,,https://www.builtinla.com/job/ai-machine-learning-engineer/8360020
Sr. AI Application Developer,Genesys,3 Locations,Remote,Senior level,130K-241K Annually,https://www.builtinla.com/job/sr-ai-application-developer/8245905
"Principal Machine Learning Engineer, Agentic AI",Zillow,USA,Remote,Senior level,194K-327K Annually,https://www.builtinla.com/job/principal-machine-learning-engineer-agentic-ai/7135177
Staff Applied AI Product Engineer,Carrum Health,USA,Remote,Expert/Leader,190K-260K Annually,https://www.builtinla.com/job/staff-applied-ai-product-engineer/8352703
Full Stack Software Engineer - Agentic AI Startup,NinjaTech AI,8 Locations,In-Office or Remote,Mid level,165K-210K Annually,https://www.builtinla.com/job/full-stack-software-engineer-agentic-ai-startup/8351758
Senior Software Engineer II - AI/ML,Aledade,United States,Remote,Senior level,,https://www.builtinla.com/job/senior-software-engineer-ii-ai-ml/7924450
Entrepreneurial AI Research Engineer,Deeter Analytics,US,Remote,Expert/Leader,,https://www.builtinla.com/job/entrepreneurial-ai-research-engineer/7571620
Software Engineer – AI Frontend,Omni (omni.co),United States,Remote,Mid level,160K-250K Annually,https://www.builtinla.com/job/software-engineer-ai-frontend/7916522
Senior Infrastructure Engineer - AI/ML,OpenTeams,U.S.,Remote,Senior level,,https://www.builtinla.com/job/senior-infrastructure-engineer-ai-ml/7446029
Senior AI Platform Engineer - Supernal,Infinity Constellation,USA,Remote,Senior level,40-50 Hourly,https://www.builtinla.com/job/senior-ai-platform-engineer-supernal/7928285
"Senior Backend Engineer, AI Team",Acorns,USA,Remote,Senior level,185K-217K Annually,https://www.builtinla.com/job/senior-software-engineer/4444744
Staff AI Software Engineer,Agility Robotics,USA,Remote,Senior level,,https://www.builtinla.com/job/staff-ai-software-engineer/7927067
"Senior Software Engineer, AI Model Serving",Speechify,USA,Remote,Senior level,140K-200K Annually,https://www.builtinla.com/job/senior-software-engineer-ai-model-serving/6591465
"Principal Software Engineer, AI Platform (Python/React)",Teladoc Health,USA,Remote,Expert/Leader,190K-210K Annually,https://www.builtinla.com/job/principal-software-engineer-ai-platform-python-react/8343857
"Staff Software Engineer, AI Platform (Python/React)",Teladoc Health,USA,Remote,Senior level,180K-200K Annually,https://www.builtinla.com/job/staff-software-engineer-ai-platform-python-react/8343858
"Principal Software Engineer, AI Agents and Tasks",Moon,2 Locations,In-Office,Senior level,210K-300K Annually,https://www.builtinla.com/job/principal-software-engineer-ai-agents-and-tasks/7590947
Senior Backend Engineer (Analytics/ AI Personalization),Tapcart,"Santa Monica, CA, USA",In-Office,Senior level,175K-200K Annually,https://www.builtinla.com/job/senior-backend-engineer-analytics-ai-personalization/7125632
"Senior Software Engineer, AI Model Serving",Speechify,USA,Remote,Senior level,,https://www.builtinla.com/job/senior-software-engineer-ai-model-serving/7914974
Senior AI Product Engineer,Poggio Labs,USA,Remote,Senior level,,https://www.builtinla.com/job/senior-ai-product-engineer/8093818
"Software Engineer, Swift - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-swift-ai-training-freelance-remote/4746300
"Software Engineer, Kotlin - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-kotlin-ai-training-freelance-remote/4746294
"Software Engineer, Rust - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://www.builtinla.com/job/software-engineer-rust-ai-training-freelance-remote/4746299
"Software Engineer, JavaScript - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-javascript-ai-training-freelance-remote/4746301
"Software Engineer, SQL - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-sql-ai-training-freelance-remote/4746302
"Software Engineer, C - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-c-ai-training-freelance-remote/4746295
"Software Engineer, Go (Golang) - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-go-golang-ai-training-freelance-remote/4746296
"Software Engineer, C# - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-c-ai-training-freelance-remote/4746303
"Software Engineer, C++ - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-c-ai-training-freelance-remote/4746298
"Software Engineer, PHP - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-php-ai-training-freelance-remote/4746306
"Software Engineer, Python - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-python-ai-training-freelance-remote/4746307
"Software Engineer, Java - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-java-ai-training-freelance-remote/4746304
"Software Engineer, TypeScript - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://www.builtinla.com/job/software-engineer-typescript-ai-training-freelance-remote/4746305
Principal AI/ML Engineer,Pragmatike,13 Locations,In-Office or Remote,Senior level,,https://www.builtinla.com/job/principal-ai-ml-engineer/8328948
"Principal Software Engineer, Applied AI",Seek (seekinsights.com),United States,Remote,Expert/Leader,170K-190K Annually,https://www.builtinla.com/job/principal-software-engineer-applied-ai/8328829
Senior Software Engineer - Applied AI,Seek (seekinsights.com),United States,Remote,Senior level,150K-175K Annually,https://www.builtinla.com/job/senior-software-engineer-applied-ai/8328806
